제목,내용,PDF파일명,페이지
2021년,해외 제조원에서 생산한 제품의 동일성 검토 가능 여부 문의 ,2021_faq.pdf,27
2021년,조합의료기기 품목명 문의 ,2021_faq.pdf,27
2021년,한벌구성의료기기 인증 필요 구비서류 문의 ,2021_faq.pdf,28
2021년,연구자 임상적 성능시험 결과보고서 제출 가능 문의 ,2021_faq.pdf,29
2021년,비임상 시험성적서가 인정되는 OECD 비회원국 현황 문의 ,2021_faq.pdf,30
2021년,원재료 성분 제출 시 보조성분 자료 제출 문의 ,2021_faq.pdf,31
2021년,수액세트 생물학적안전성 시험 문의 ,2021_faq.pdf,32
2021년,조직수복용생체재료 원재료 문의 ,2021_faq.pdf,32
2021년,자사+타사 의료기기 신규허가 시 생물학적 안전에 관한 자료 제출 유무 문의 ,2021_faq.pdf,33
2021년,점착투명창상피복재 원재료 변경 시 제출자료 문의 ,2021_faq.pdf,33
2021년,의료기기 원재료 공급업체 추가 관련 제출서류 문의 ,2021_faq.pdf,34
2021년,간이 산소호흡기 의료기기 해당 여부 문의 ,2021_faq.pdf,37
2021년,IVD검체용기 의료기기 해당 여부 문의 ,2021_faq.pdf,38
2021년,검체 보존 시약 의료기기 해당 여부 및 GMP심사 여부 ,2021_faq.pdf,39
2021년,검체 수집·보존기구 의료기기 해당 여부 문의 ,2021_faq.pdf,40
2021년,검체 체취용 면봉과 검체보존배지 의료기기 해당 여부 문의 ,2021_faq.pdf,41
2021년,게이트 광촉매 에어살균기 의료기기 해당 여부 문의,2021_faq.pdf,42
2021년,계단식 재활훈련기기 의료기기 해당 여부 문의 ,2021_faq.pdf,43
2021년,구강 세정용기기 의료기기 해당 여부 문의 ,2021_faq.pdf,44
2021년,단순 모유 흡인기기 의료기기 해당 여부 문의 ,2021_faq.pdf,45
2021년,돌침대. 흙침대 의료기기 해당 여부 문의 ,2021_faq.pdf,46
2021년,레진 경화 장비 의료기기 해당 여부 문의 ,2021_faq.pdf,47
2021년,마이크로니들 의료기기 해당 여부 문의 ,2021_faq.pdf,48
2021년,모바일뷰어 소프트웨어 의료기기 해당 여부 문의 ,2021_faq.pdf,49
2021년,발열 스크리닝기기 의료기기 해당 여부 문의 ,2021_faq.pdf,50
2021년,방사성물질 흡착 공기청정기 의료기기 해당 여부 문의 ,2021_faq.pdf,51
2021년,방역용 소독제 의료기기 해당 여부 문의 ,2021_faq.pdf,52
2021년,보행보조기의 의료기기 해당여부 문의 ,2021_faq.pdf,53
2021년,세균 검사 필름지 의료기기 해당 여부 문의 ,2021_faq.pdf,54
2021년,세균검출기 의료기기 해당 여부 문의 ,2021_faq.pdf,55
2021년,손목시계형 체온측정기기 의료기기 해당 여부 문의 ,2021_faq.pdf,56
2021년,수동식 호흡훈련기구의 의료기기 해당 여부 문의 ,2021_faq.pdf,57
2021년,스포츠/레져용 산소포화도 측정기 의료기기 해당 여부 문의 ,2021_faq.pdf,58
2021년,실리콘 피부 모형 의료기기 해당 여부 문의 ,2021_faq.pdf,59
2021년,심전도 및 심박 측정기 의료기기 해당 여부 문의 ,2021_faq.pdf,60
2021년,액체크로마토그래피검사장치 의료기기 판매 문의 ,2021_faq.pdf,61
2021년,안전주사기 커버 의료기기 해당 여부 문의 ,2021_faq.pdf,61
2021년,유축기가 의료기기로 분류되는 사유 문의 ,2021_faq.pdf,62
2021년,의수. 의족 착용 시 사용하는 젤 의료기기 해당 여부 문의 ,2021_faq.pdf,63
2021년,의약품 보관 및 자동분출 시스템 의료기기 해당 여부 문의 ,2021_faq.pdf,64
2021년,재활치료목적 교구 의료기기 해당 여부 문의 ,2021_faq.pdf,65
2021년,저주파자극기 겸용 부항기 의료기기 해당여부 문의 ,2021_faq.pdf,66
2021년,초음파 관리용 미용기기 의료기기 해당 여부 문의 ,2021_faq.pdf,67
2021년,코로나 감염 여부 측정 의료기기 허가 절차 문의 ,2021_faq.pdf,68
2021년,콘택트렌즈 초음파 세척기 의료기기 해당 여부 문의 ,2021_faq.pdf,71
2021년,허리 스트레칭 기구 의료기기 해당 여부 및 광고 문의 ,2021_faq.pdf,72
2021년,혀클리너 의료기기 해당 여부 문의 ,2021_faq.pdf,74
2021년,혈류랑 측정기구의 의료기기 해당 여부 문의 ,2021_faq.pdf,75
2021년,혈액 및 의약품 냉동보관 기기 의료기기 해당 여부 문의 ,2021_faq.pdf,76
2021년,흡연측정기 의료기기 해당 여부 문의 ,2021_faq.pdf,77
2021년,3D프린터의 의료기기 해당 여부 문의 ,2021_faq.pdf,78
2021년,품질관리기관에서 GMP 심사 여부 문의 ,2021_faq.pdf,81
2021년,GMP 업체 현황 확인 문의 ,2021_faq.pdf,81
2021년,해외 GMP 심사 준비사항 및 사용적합성 준비사항 문의 ,2021_faq.pdf,82
2021년,해외제조소 기밀자료 수입업체 제공불가 시 GMP 심사 문의 ,2021_faq.pdf,84
2021년,제조실적이 없는 경우 GMP 정기심사 문의 ,2021_faq.pdf,85
2021년,GMP 심사 중 제품 생산 및 보관 문의 ,2021_faq.pdf,85
2021년,휴업중 의료기기 GMP 갱신 문의 ,2021_faq.pdf,86
2021년,수출제품 GMP 심사. 표시기재 문의 ,2021_faq.pdf,87
2021년,임상시험 시 일반 의료기기 GMP 가능 문의 ,2021_faq.pdf,88
2021년,제조의뢰자, 제조자 판단 문의 ,2021_faq.pdf,89
2021년,의료기기 전공정 위탁 시 제조의뢰자의 생산시설 문의 ,2021_faq.pdf,90
2021년,전공정 위탁 생산 시 심사대상. 위탁 가능 여부 문의 ,2021_faq.pdf,91
2021년,제조의뢰자-제조자 품질문서 작성 주체 문의 ,2021_faq.pdf,92
2021년,제조의뢰자-제조자의 GMP 심사 시 문서 제출 문의 ,2021_faq.pdf,93
2021년,GMP심사 제출자료 품질책임자 서명 관련 문의 ,2021_faq.pdf,94
2021년,제조소 변경 시 GMP 심사 대상 문의 ,2021_faq.pdf,95
2021년,제조소 추가 시 GMP 심사 구분 문의 ,2021_faq.pdf,96
2021년,동일 소재지 내 작업소 신축 시 GMP 변경심사 대상 문의 ,2021_faq.pdf,97
2021년,해외 작업소 추가 시 GMP 및 표시기재 문의 ,2021_faq.pdf,98
2021년,품질관리기록 전자문서 보관 문의 ,2021_faq.pdf,99
2021년,멸균밸리데이션 시 대표제품 문의 ,2021_faq.pdf,100
2021년,EO가스 멸균밸리데이션 문의 ,2021_faq.pdf,101
2021년,한벌구성의료기기 포장. 멸균 문의 ,2021_faq.pdf,102
2021년,1회용 멸균 의료기기(사용 전)의 재멸균 문의 ,2021_faq.pdf,103
2021년,의료기기 양도양수 - KGMP 최초심사자료(밸리데이션 등) 문의 ,2021_faq.pdf,104
2021년,제조소 변경 시 밸리데이션 재실시 문의 ,2021_faq.pdf,105
2021년,2등급 의료기기 유효성[밸리데이션] 확인 관련 문의 ,2021_faq.pdf,106
2021년,멸균 밸리데이션 완료 후 내부공정으로 이동 시 밸리데이션 적용 범위 문의 ,2021_faq.pdf,107
2021년,세척밸리데이션 샘플 문의 ,2021_faq.pdf,108
2021년,포장공정 변경 시 안전성시험 재수행 문의 ,2021_faq.pdf,109
2021년,리밸리데이션 기간 중 제품 출고 문의 ,2021_faq.pdf,110
2021년,청정도 관리 기준 문의 ,2021_faq.pdf,111
2021년,클린룸 갱의실 바닥 고무매트 사용 문의 ,2021_faq.pdf,112
2021년,GMP 적합인정서 이면 기재 문의 ,2021_faq.pdf,113
2021년,재작업 의료기기의 제조번호 신규 부여 문의 ,2021_faq.pdf,113
2021년,대표자 변경 시 GMP 재심사 여부 문의 ,2021_faq.pdf,114
2021년,GMP 적합인정서 만료 시 생산. 판매 문의 ,2021_faq.pdf,115
2021년,GMP 적합인정서 만료 이후 수입. 판매 문의 ,2021_faq.pdf,116
2021년,수입업체 GMP 유효기간 만료 90일 전 정기심사 신청 시 판매중지 유예 문의 ,2021_faq.pdf,117
2021년,대표자의 품질책임자 겸임 문의 ,2021_faq.pdf,118
2021년,동일 건물 내 품질책임자 겸임 문의 ,2021_faq.pdf,119
2021년,서로 다른 제조업체 간 품질책임자 겸임 문의 ,2021_faq.pdf,120
2021년,품질책임자 교육 수료 인정 문의 ,2021_faq.pdf,121
2021년,체외진단의료기기 제조자 해당 여부 문의 ,2021_faq.pdf,122
2021년,체외진단 GMP 심사 대상 제조소 문의 ,2021_faq.pdf,123
2021년,체외진단의료기기 타사 제품 양수 시 GMP 심사 문의 ,2021_faq.pdf,124
2021년,체외진단의료기기 GMP 정기심사 대표 품목 문의,2021_faq.pdf,124
2021년,체외진단의료기기 품목허가 시 의료기기 GMP 적합인정서 인정 관련 문의 ,2021_faq.pdf,125
2021년,체외진단의료기기 제조시설 청정도 문의 ,2021_faq.pdf,126
2021년,체외진단의료기기 청정도등급 및 밸리데이션 문의 ,2021_faq.pdf,127
2021년,체외진단의료기기 공조시설 관리 기준 문의 ,2021_faq.pdf,128
2021년,모델명 영문 기재 가능 문의 ,2021_faq.pdf,131
2021년,사용기한 표시방법 문의 ,2021_faq.pdf,132
2021년,제조소가 두 곳인 경우 표시 문의 ,2021_faq.pdf,133
2021년,굴곡이 많은 의료기기 표시기재 문의 ,2021_faq.pdf,134
2021년,낱개 모음으로 한 개씩 사용하는 의료기기 표시기재 문의 ,2021_faq.pdf,135
2021년,독립형 소프트웨어 표시기재 문의 ,2021_faq.pdf,136
2021년,표준코드 부착 위치 문의 ,2021_faq.pdf,137
2021년,라벨, 겉박스에 GMP. CE 로고 사용 문의 ,2021_faq.pdf,138
2021년,수출용 의료기기 표시기재 방법 문의 ,2021_faq.pdf,139
2021년,물류용 박스 표시사항 문의 ,2021_faq.pdf,139
2021년,알러지 인증서 표기 시 의료기기법 위반 여부 문의 ,2021_faq.pdf,140
2021년,허가 받지 않은 성능 등 카탈로그 기재 문의 ,2021_faq.pdf,141
2021년,의료기기 외포장에 의료인 사진과 이름 표기 가능 문의 ,2021_faq.pdf,141
2021년,전자형태 첨부문서 제공 시 확인 경로 문의 ,2021_faq.pdf,142
2021년,첨부문서 생략 문의 ,2021_faq.pdf,142
2021년,국민제모기 문구 문의 ,2021_faq.pdf,143
2021년,체온계 구매대행 광고 문의 ,2021_faq.pdf,144
2021년,브랜드대상 수상 내역 광고 문의 ,2021_faq.pdf,145
2021년,당뇨측정기 표현 사용 가능 문의 ,2021_faq.pdf,145
2021년,갓성비 문구 광고 사용 가능 문의 ,2021_faq.pdf,146
2021년,공산품 온열안대 판매 문구 문의 ,2021_faq.pdf,146
2021년,판매업 신고 시 의료기관 명칭 사용 문의 ,2021_faq.pdf,149
2021년,동일 소재지 내 의료기기 판매업 신고 가능 문의 ,2021_faq.pdf,149
2021년,타 업종과 병행하여 의료기기 판매 시 영업소 공간 조건 문의 ,2021_faq.pdf,150
2021년,일회용 스티커 체온계 판매 시 판매업 문의 ,2021_faq.pdf,151
2021년,보청기 배터리 온라인 판매 시 의료기기 판매업 문의 ,2021_faq.pdf,152
2021년,임신테스트기 자판기 판매 문의 ,2021_faq.pdf,152
2021년,코로나19자가검사키트 판매 문의 ,2021_faq.pdf,153
2021년,온라인을 통한 의료기기 위탁 판매 문의 ,2021_faq.pdf,154
2021년,코로나 자가검사키트 홈쇼핑 판매 문의 ,2021_faq.pdf,154
2021년,무역업자의 코로나 진단키트 수출 문의 ,2021_faq.pdf,155
2021년,혈압기능 탑재된 스마트워치 판매 시 구비서류 문의 ,2021_faq.pdf,155
2021년,반품제품의 재판매 기준 문의 ,2021_faq.pdf,156
2021년,진료용장갑 전량 수출 시 판매업 대상 문의 ,2021_faq.pdf,156
2021년,의료기기 이용권 제공 문의 ,2021_faq.pdf,157
2021년,의료기기 수리 및 검사필증 부착 문의 ,2021_faq.pdf,161
2021년,허가 취하품목의 수리 문의 ,2021_faq.pdf,162
2021년,수입 대행 계약 문의 ,2021_faq.pdf,165
2021년,의료기기 취급자 범위 문의 ,2021_faq.pdf,165
2021년,의료목적 외 수입 가능 여부 문의 ,2021_faq.pdf,166
2021년,자가사용목적 체온계. 개인용혈당측정기 등 해외직구 문의 ,2021_faq.pdf,167
2021년,무허가 의료기기 처분 및 신고 방법 문의 ,2021_faq.pdf,168
2021년,변경허가 반영 시점 문의 ,2021_faq.pdf,169
2021년,보조기기 맞춤 개조 서비스 이용 문의 ,2021_faq.pdf,169
2021년,의료기기 수출제품의 국내반입 절차 문의 ,2021_faq.pdf,170
2021년,의료기기가 아닌 반제품 수입 시 요건 문의 ,2021_faq.pdf,170
2021년,의료기기 수입업/판매업이 있는 경우 제품 보관 문의 ,2021_faq.pdf,171
2021년,의료기기 진열 문의 ,2021_faq.pdf,172
2021년,의료기기 증정용 제공 문의 ,2021_faq.pdf,173
2021년,의료기기 시제품 판매 문의 ,2021_faq.pdf,174
2021년,의료기기 구매 시 사은품 제공 문의 ,2021_faq.pdf,175
2021년,의료기기 판매 시 소분 문의 ,2021_faq.pdf,175
2021년,의료기기와 공산품 합포장 판매 문의 ,2021_faq.pdf,176
2021년,구성품 호환 가능 시 같이 판매 가능 문의 ,2021_faq.pdf,177
2021년,의료기기+의약외품 포장 판매 ,2021_faq.pdf,178
2021년,취하된 품목의 중고의료기기 유통 문의 ,2021_faq.pdf,179
2021년,개인 보청기 중고 판매 문의 ,2021_faq.pdf,179
2021년,중고의료기기 중계 업무 시 준수사항 문의 ,2021_faq.pdf,180
2021년,제조의뢰를 받아 전량 수출할 경우 생산·수출 실적 보고 대상 문의 ,2021_faq.pdf,182
2021년,의료기기 판매 및 공급내역보고 문의 ,2021_faq.pdf,183
2021년,간납업체 및 대리점 공급내역보고 대상 문의 ,2021_faq.pdf,184
2021년,공급내역보고 대상 문의 ,2021_faq.pdf,184
2021년,추적관리 의료기기의 유통기록 보고 문의 ,2021_faq.pdf,185
2021년,A/S기록 삭제 시 의료기기법 위반 문의 ,2021_faq.pdf,186
2021년,수입업체간 품질책임자 겸임 여부 문의 ,2021_faq.pdf,186
2021년,임상시험 이상사례 보고방법 문의 ,2021_faq.pdf,187
2021년,의료기기 회수시 공무원 입회 문의 ,2021_faq.pdf,187
2021년,의료기기 허가 시 제조. 임상시험 문의 ,2021_faq.pdf,191
2021년,임상시험 기술문서 요건 문의 ,2021_faq.pdf,193
2021년,제조의뢰자 임상성능시험자료의 인증 문의 ,2021_faq.pdf,194
2021년,인공지능소프트웨어 임상시험 시 인증(허가) 필요 문의 ,2021_faq.pdf,195
2021년,웨어러블기기 사용 시 임상시험 승인 대상 문의 ,2021_faq.pdf,196
2021년,체외진단시약 임상적 성능시험 승인 대상 문의 ,2021_faq.pdf,197
2021년,동반진단의료기기 사용 시 임상적 성능시험 승인 문의 ,2021_faq.pdf,198
2021년,체외진단 임상시험 시 범위 나누어 수행 가능 여부 문의 ,2021_faq.pdf,199
2021년,IRB가 설치되지 않은 임상기관의 임상시험 참여 문의 ,2021_faq.pdf,199
2021년,임상시험 검체 채취 가능 여부 문의,2021_faq.pdf,200
2021년,의료기기관리자 역할 문의 ,2021_faq.pdf,201
2021년,외국 의사면허 소지자의 임상시험 참여 문의 ,2021_faq.pdf,202
2021년,임상시험 보관 문서 문의 ,2021_faq.pdf,203
2021년,코디네이터 임상 참여 문의 ,2021_faq.pdf,203
2021년,견본용 의료기기 정의. 사용기한. 용도변경 가능 문의 ,2021_faq.pdf,207
2021년,연구개발 목적 위탁생산 제품 수입 시 시험용 의료기기 확인서 발급 문의 ,2021_faq.pdf,208
2021년,연구목적 중고의료기기 수입 절차 문의 ,2021_faq.pdf,209
2021년,시혐용 의료기기 판매 문의 ,2021_faq.pdf,210
2021년,연구용 의료기기 제조 부품 수입 시 표준통관예정보고 문의 ,2021_faq.pdf,210
2021년,자가사용목적 콘택트렌즈 통관 시 표준통관예정보고 문의 ,2021_faq.pdf,213
2021년,의료기기 원재료 수입 통관 문의 ,2021_faq.pdf,213
2021년,수출용 제조인증 제품의 영문증명을 내수용으로 발급 가능 문의 ,2021_faq.pdf,214
2021년,의약품+의료기기 복합(또는 조합) 제품 판매 조건 문의,2021_faq.pdf,215
2021년,휴업 중 생산실적보고. 품질책임자 교육 문의 ,2021_faq.pdf,216
2021년,동일제품의 유효기간. 갱신 문의 ,2021_faq.pdf,217
2021년,주사제와 동봉된 멸균주사침의 수입실적. 갱신 문의 ,2021_faq.pdf,218
2021년,해외 이상사례 보고 대상 문의 ,2021_faq.pdf,219
2021년,동일개설자의 의료기관간 이전 시 중고의료기기 검사필증 부착 문의 ,2021_faq.pdf,219
2020년,구매한 의료기기를 비의료기기(구성품)으로 사용 시 제조신고 가능여부 질의,2020_faq.pdf,17
2020년,동일 검토 제품 관련 질의,2020_faq.pdf,18
2020년,벌크제품 수입 후 포장라벨 시 제조허가 가능여부 질의,2020_faq.pdf,19
2020년,의료기기 GMP심사 품목군 소멸 시 제조허가 취하 질의,2020_faq.pdf,20
2020년,기신고제품의 사용목적 변경 관련 질의,2020_faq.pdf,20
2020년,의료기기 품목허가증 취하 관련 질의,2020_faq.pdf,21
2020년,어플리케이션을 통한 의료기기 광고 시 사전심의여부,2020_faq.pdf,21
2020년,의료기기 제조업 소재지 변경건 관련 질의,2020_faq.pdf,22
2020년,양도양수 진행 시 제조판매 가능여부 질의,2020_faq.pdf,23
2020년,판매업자 브랜드 부여 관련 질의,2020_faq.pdf,24
2020년,사용자의 사용목적에 따른 의료기기의 판매 수입에 관한 질의,2020_faq.pdf,25
2020년,의료기기 제조자 질의,2020_faq.pdf,26
2020년,중고의료기기 제조원 성적서 질의,2020_faq.pdf,27
2020년,의료기기 제조 위탁 가능여부 질의,2020_faq.pdf,27
2020년,허가증 스캔본 보관 질의,2020_faq.pdf,28
2020년,제조의뢰자. 제조자 기재 방법 질의,2020_faq.pdf,28
2020년,한벌구성의료기기 개별 수입 질의,2020_faq.pdf,29
2020년,의료기기 품목신고 시 한 번에 여러 개 모델 신청 가능여부 질의,2020_faq.pdf,29
2020년,제품 명칭 변경 절차 문의,2020_faq.pdf,30
2020년,같은 품목 제품에 대해서 하나의 허가증에 모델명 추가 가능여부 질의,2020_faq.pdf,30
2020년,조합된 제품으로 신청 시 분류 질의,2020_faq.pdf,31
2020년,소프트웨어 변경된 내역 추가 질의,2020_faq.pdf,31
2020년,1등급 양도양수 관련 질의,2020_faq.pdf,31
2020년,제조원. 제조의뢰자. 제조자의 정의 질의,2020_faq.pdf,32
2020년,수출용 허가 제품을 국내 판매 질의,2020_faq.pdf,32
2020년,부분품 관리번호 부여 질의,2020_faq.pdf,33
2020년,의료기기 내수형 제조인증서에 수출모델 추가 질의,2020_faq.pdf,34
2020년,수입 제품의 제조원 변경 관련 질의,2020_faq.pdf,35
2020년,기 허가된 중고의료기기 수입 절차 질의,2020_faq.pdf,35
2020년,진료용 장갑의 의료기기 해당여부 질의,2020_faq.pdf,39
2020년,은닉형 능동 보행 보조기의 의료기기 해당여부 질의,2020_faq.pdf,40
2020년,여드름압출기 등 의료기기 해당여부 질의,2020_faq.pdf,41
2020년,내성발톱교정기 의료기기 해당여부 질의,2020_faq.pdf,42
2020년,출입통제 게이트 자동온도 감지기 의료기기 해당여부 질의,2020_faq.pdf,43
2020년,대장에 삽입하는 기구로 물 온도 조절 기구의 의료기기 해당여부 질의,2020_faq.pdf,44
2020년,생체 모니터링 시스템의 의료기기 해당여부 질의,2020_faq.pdf,45
2020년,의약품 주입 시 사용하는 기구의 의료기기 해당여부 질의,2020_faq.pdf,46
2020년,의료용가스주입용 튜브의 의료기기 해당여부 질의,2020_faq.pdf,47
2020년,각질 양말의 의료기기 해당여부 질의,2020_faq.pdf,48
2020년,발가락 스트레칭 밴드의 의료기기 해당여부 질의,2020_faq.pdf,49
2020년,수술 시 사용하는 소프트웨어의 의료기기 해당여부 질의,2020_faq.pdf,50
2020년,전동식 솔의 의료기기 해당여부 질의,2020_faq.pdf,51
2020년,심박수 및 혈액순환 측정기기의 의료기기 해당여부 질의,2020_faq.pdf,52
2020년,일회용 드레이프의 의료기기 해당여부 질의,2020_faq.pdf,53
2020년,의료기기 해당여부 질의 절차 질의,2020_faq.pdf,54
2020년,모든 채취 재사용기구의 의료기기 해당여부 질의,2020_faq.pdf,54
2020년,제조자(수탁자)도 품질책임자 교육 이수 대상여부 질의,2020_faq.pdf,57
2020년,의료기기 제조의뢰자-제조자 GMP 관련 질의,2020_faq.pdf,58
2020년,동일 소재지 내 제조소를 증축 시 GMP 심사 관련 질의,2020_faq.pdf,59
2020년,의료기기 GMP 양도양수에 대한 질의,2020_faq.pdf,60
2020년,GMP 적합인정서 만료 이후 수입 판매 질의,2020_faq.pdf,61
2020년,제조의뢰자 변경 시 GMP 심사 질의,2020_faq.pdf,62
2020년,전공정 위탁 제조소 추가 시 GMP 심사 질의,2020_faq.pdf,63
2020년,GMP 정기심사 방법 질의,2020_faq.pdf,63
2020년,생산실적 없는 품목군 GMP 정기심사 질의,2020_faq.pdf,64
2020년,해외 제조소 멸균 장소 추가 시 GMP 심사 질의,2020_faq.pdf,65
2020년,해외 제조소 GMP 현장심사 서류검토 질의,2020_faq.pdf,66
2020년,제조공정을 나누어 수행할 경우 GMP 심사 종류 질의,2020_faq.pdf,67
2020년,전공정 위탁으로 변경 시 GMP 심사 질의,2020_faq.pdf,68
2020년,의료기기 GMP 정기심사 지연에 따른 판매중지 유예 설명 질의,2020_faq.pdf,69
2020년,품목군 추가에 따른 GMP 추가심사 질의,2020_faq.pdf,70
2020년,감마 멸균 평가 시험항목 질의,2020_faq.pdf,70
2020년,수출용 의료기기 GMP 심사 질의,2020_faq.pdf,71
2020년,2등급 전동식모유착유기 수입 시 GMP 면제 질의,2020_faq.pdf,71
2020년,품질관리 업무 종사 경력 인정 질의,2020_faq.pdf,72
2020년,일부 품목 GMP 적합인정서 양도양수 질의,2020_faq.pdf,73
2020년,의료기기 GMP 적합성인정 마크 색상 질의,2020_faq.pdf,74
2020년,해외제조소 소재지 이전 시 GMP 심사 질의,2020_faq.pdf,75
2020년,수입의료기기 GMP 심사 시 해외제조소 자료 제출 질의,2020_faq.pdf,76
2020년,체외진단의료기기법 시행 후 표시기재사항 질의,2020_faq.pdf,81
2020년,의료기기 표시기재사항 중 제조업자명을 영문도 병행표시 가능 여부 질의,2020_faq.pdf,82
2020년,의료기기 첨부문서의 기재사항 수정 가능 여부 질의,2020_faq.pdf,82
2020년,의료기기 품목허가증과 표시기재사항 및 실제 포장/패키지에 대한 질의,2020_faq.pdf,83
2020년,위탁생산 의료기기의 표시기재사항 질의,2020_faq.pdf,84
2020년,의료기기 유통 표준코드 변경 필요여부 질의,2020_faq.pdf,85
2020년,수출용 의료기기의 표시기재사항 질의,2020_faq.pdf,86
2020년,허가사항 이외에 도안을 추가하여 표기가능여부 질의,2020_faq.pdf,87
2020년,의료기기 온라인 판매 시 일반적인 정보 제공 가능여부 질의,2020_faq.pdf,87
2020년,허가받지 않은 의료기기 광고 가능여부,2020_faq.pdf,88
2020년,포장용 파우치 및 박스 표시 방법,2020_faq.pdf,89
2020년,1차 포장 기재사항,2020_faq.pdf,90
2020년,의료기기 광고 책임 주체 질의,2020_faq.pdf,91
2020년,박스단위 포장인 의료기기 첨부문서 동봉,2020_faq.pdf,91
2020년,의료기기 영문 표시기재,2020_faq.pdf,92
2020년,온라인몰 의료기기 광고 심의 신청 주체,2020_faq.pdf,93
2020년,개별포장 UDI 부착 질의,2020_faq.pdf,93
2020년,공산품 광고 시 의료기기법 위반,2020_faq.pdf,94
2020년,해외제조사에서 부착한 UDI 사용 질의,2020_faq.pdf,95
2020년,첨부문서 온라인 홈페이지 제공,2020_faq.pdf,95
2020년,첨부문서 생략 질의,2020_faq.pdf,96
2020년,신고(인증)사항 외 사용목적 광고,2020_faq.pdf,96
2020년,중고의료기기 개조 후 일련번호/제조번호 부여,2020_faq.pdf,97
2020년,임상자료 광고 활용,2020_faq.pdf,97
2020년,코로나 진단키트 수출 요건,2020_faq.pdf,101
2020년,의료기기 중고 판매 관련,2020_faq.pdf,101
2020년,의료기기 판매 대상,2020_faq.pdf,102
2020년,동일 공간에 다른 업종과 의료기기판매업 신고 가능여부,2020_faq.pdf,102
2020년,의료기기 판매업 신고 여부,2020_faq.pdf,103
2020년,수입 의료기기의 온라인상거래 가능여부,2020_faq.pdf,103
2020년,의료기기 판매업 허가증 등 보관 방법,2020_faq.pdf,104
2020년,의료기관 내 의료기기 판매 가능여부,2020_faq.pdf,104
2020년,의료기관 개설자 판매업 신고,2020_faq.pdf,105
2020년,개인에게 한방침 판매 가능여부,2020_faq.pdf,105
2020년,판매업 변경신고 시 필요서류,2020_faq.pdf,106
2020년,약국에서 의료기기 판매 시 사업자등록,2020_faq.pdf,106
2020년,동일 소재지 판매업 신고 질의,2020_faq.pdf,106
2020년,온라인 종합 쇼핑몰 판매업 신고,2020_faq.pdf,107
2020년,개인 사업자 판매직원의 의료기기 판매업 신고 대상 여부,2020_faq.pdf,107
2020년,의료기기 수리업 시설 관련,2020_faq.pdf,111
2020년,의료기기 수리 관련 질의,2020_faq.pdf,112
2020년,수입업자의 의료기기 수리장소 제한 여부,2020_faq.pdf,112
2020년,자사 제품 수리 시 수리업 시설 및 품질관리체계 기준 준수 여부,2020_faq.pdf,113
2020년,의료기기 수입업체B가 다른 수입업체A와 동일한 의료장비에 대한 수리. 부품변경 등 관련 질의,2020_faq.pdf,113
2020년,수리업 부품 보관 창고 규정,2020_faq.pdf,114
2020년,수리부품 공동 보관 질의,2020_faq.pdf,114
2020년,의료용자기발생기 길이 조절 관련,2020_faq.pdf,115
2020년,의료기기 제조품목 양도양수에 따른 재고 제품 양도 가능여부,2020_faq.pdf,119
2020년,의료기기 이물보고 범위 및 시점,2020_faq.pdf,119
2020년,제조업체 폐업 후 판매업체에 재고 제품 판매 가능여부,2020_faq.pdf,120
2020년,GMP 유효기간과 관련하여 판매여부 질의,2020_faq.pdf,120
2020년,중고의료기기 판매에 관한 준수사항 질의,2020_faq.pdf,121
2020년,허가 번호가 다른 의료기기를 투명케이스에 담아 판매 가능여부,2020_faq.pdf,122
2020년,의료기기 변경허가 진행하지 않고 병원에 판매, 사용되었을 때의 위반 사항 질의,2020_faq.pdf,123
2020년,의료기기 유효기간 변경으로 인한 수입 관련 질의,2020_faq.pdf,124
2020년,의료기기 판매업체 교육 관련,2020_faq.pdf,125
2020년,의료기기 수리할 때 다른 부품 사용 가능여부,2020_faq.pdf,126
2020년,의료기기 판매업 관련,2020_faq.pdf,127
2020년,수입업자가 수입의료기기에 대한 품질 검사 관련 질의,2020_faq.pdf,128
2020년,판매업자가 포장이 훼손된 제품 판매 관련,2020_faq.pdf,129
2020년,개인간 중고의료기기 거래,2020_faq.pdf,130
2020년,자진취하제품 의료기관 판매,2020_faq.pdf,131
2020년,동일 허가번호에 다른 모델명을 투명 비닐포장 가능여부,2020_faq.pdf,131
2020년,행정처분 기간 중 판매 가능여부 질의,2020_faq.pdf,132
2020년,의료기기 변/개조 가능여부,2020_faq.pdf,132
2020년,2등급 의료기기 개인 구매,2020_faq.pdf,133
2020년,취하된 의료기기 판매,2020_faq.pdf,134
2020년,자사 의료기기 샘플 수출 질의,2020_faq.pdf,134
2020년,원자재 개별포장 공급,2020_faq.pdf,135
2020년,창고에서 제품 출고,2020_faq.pdf,136
2020년,불변 변조/개조 의료기기 사용,2020_faq.pdf,137
2020년,1등급 의료기기 병행 수입 시 위반 여부,2020_faq.pdf,137
2020년,소비자에게 의료기기 판매 시 공급내역보고,2020_faq.pdf,138
2020년,개인으로부터 구입한 중고의료기기 판매 질의,2020_faq.pdf,138
2020년,중고필증 발행 시 해외제조원 시험검사 성적서 질의,2020_faq.pdf,139
2020년,낱개 판매 가능여부,2020_faq.pdf,139
2020년,임상연구 시 식약처 임상시험 승인 여부,2020_faq.pdf,143
2020년,임상연구 시 식약처 승인 여부 및 제출서류,2020_faq.pdf,144
